Cue,NivelEducativo
20139300,SNU
20139400,Primario
20139500,Primario
20139700,Jardin
20139700,Primario
20139700,Secundario
20139800,Primario
20139900,Primario
20140000,Jardin
20140100,Primario
20140200,Primario
20140300,Jardin
20140300,Primario
20140400,Jardin
20140400,Primario
20140400,Secundario
20140500,Jardin
20140600,Jardin
20140600,Primario
20140800,Jardin
20140800,Primario
20140800,Secundario
20140900,Jardin
20140903,Jardin
20140905,Jardin
20141000,Secundario
20141100,SNU
20141400,SNU
20141600,Secundario
20141900,Secundario
20142000,SNU
20142200,Secundario
20143100,Jardin
20143100,Primario
20143100,Secundario
20143200,SNU
20143300,Primario
20143400,Primario
20143500,Primario
20143600,Primario
20144000,Jardin
20144100,Jardin
20144101,Jardin
20144102,Jardin
20144103,Jardin
20144200,Primario
20144600,Secundario
20144800,Secundario
20144900,Primario
20145300,SNU
20145600,Secundario
20145700,Secundario
20145900,SNU
20146700,Secundario
20146800,Primario
20146900,Jardin
20147100,Jardin
20147101,Jardin
20147200,Jardin
20147200,Primario
20147200,Secundario
20147300,Jardin
20147300,Primario
20147300,Secundario
20147400,Jardin
20147400,Primario
20147400,Secundario
20147500,Secundario
20147600,Jardin
20147600,Primario
20147600,Secundario
20147800,Jardin
20147801,Jardin
20147802,Jardin
20147900,Jardin
20147900,Primario
20147900,SNU
20147900,Secundario
20148000,Jardin
20148000,Primario
20148000,Secundario
20148200,Jardin
20148200,Primario
20148200,Secundario
20148300,Jardin
20148300,Primario
20148300,SNU
20148300,Secundario
20148500,Jardin
20148500,Primario
20148500,Secundario
20148600,Primario
20148700,Jardin
20148900,Jardin
20148900,Primario
20148900,Secundario
20149000,Jardin
20149000,Primario
20149400,Primario
20149400,Secundario
20149600,SNU
20149600,Secundario
20149700,Primario
20149800,Primario
20149900,Jardin
20149900,Primario
20149900,Secundario
20150000,Primario
20150100,Secundario
20150400,Jardin
20150400,Primario
20150400,Secundario
20150500,Primario
20150600,Jardin
20150600,Primario
20150600,SNU
20150600,Secundario
20150700,Secundario
20150800,Jardin
20150800,Primario
20150900,Primario
20151000,Primario
20151100,Jardin
20151100,Primario
20151100,Secundario
20151200,Secundario
20151300,Jardin
20151300,Primario
20151300,Secundario
20151400,Jardin
20151400,Primario
20151400,Secundario
20151600,Primario
20151700,Secundario
20151800,Jardin
20151800,Primario
20151800,Secundario
20151900,Jardin
20151900,Primario
20151900,Secundario
20152000,Jardin
20152000,Primario
20152000,Secundario
20152100,Primario
20152200,Jardin
20152201,Jardin
20152202,Jardin
20152203,Jardin
20152204,Jardin
20152300,Primario
20152400,Secundario
20152500,Secundario
20152600,Primario
20152700,Secundario
20153000,Jardin
20153000,Primario
20153000,Secundario
20153100,Secundario
20153200,Primario
20153300,Primario
20153400,Jardin
20153400,Primario
20153400,SNU
20153400,Secundario
20153500,Jardin
20153500,Primario
20153600,Primario
20153800,Jardin
20153800,Primario
20153800,Secundario
20153900,Primario
20154000,Primario
20154100,Primario
20154400,Jardin
20154401,Jardin
20154402,Jardin
20154403,Jardin
20154500,Jardin
20154501,Jardin
20154503,Jardin
20154600,Primario
20154800,Primario
20154900,Primario
20155100,Jardin
20155101,Jardin
20155102,Jardin
20155200,Jardin
20155300,Secundario
20155400,Jardin
20155401,Jardin
20155500,Primario
20155800,SNU
20155900,Primario
20156300,Jardin
20156300,Primario
20156300,Secundario
20156500,Primario
20156700,Jardin
20156700,Primario
20156700,Secundario
20156900,Jardin
20156902,Jardin
20156903,Jardin
20157000,Primario
20157100,Primario
20157200,Primario
20157400,Jardin
20157401,Jardin
20157402,Jardin
20157403,Jardin
20157500,Primario
20157700,SNU
20158000,Primario
20158100,Primario
20158300,Jardin
20158301,Jardin
20158400,Primario
20158500,Primario
20158600,Jardin
20158600,Primario
20158600,Secundario
20158700,Jardin
20158701,Jardin
20158702,Jardin
20158800,Primario
20158900,Primario
20159100,Primario
20159200,Jardin
20159201,Jardin
20159202,Jardin
20159203,Jardin
20159204,Jardin
20159205,Jardin
20159300,Jardin
20159301,Jardin
20159302,Jardin
20159500,Jardin
20159502,Jardin
20159600,Jardin
20159601,Jardin
20159602,Jardin
20159700,Jardin
20159701,Jardin
20159702,Jardin
20159703,Jardin
20160000,Primario
20160100,Jardin
20160101,Jardin
20160102,Jardin
20160200,Primario
20160300,SNU
20160500,SNU
20161000,Jardin
20161000,Primario
20161000,Secundario
20161100,Jardin
20161100,Primario
20161100,Secundario
20161500,Jardin
20161500,Primario
20161600,Secundario
20161800,Primario
20162100,Jardin
20162700,Jardin
20162900,Jardin
20162900,Primario
20162900,Secundario
20163100,SNU
20163700,Primario
20163800,Jardin
20163801,Jardin
20163802,Jardin
20163803,Jardin
20163804,Jardin
20163900,Primario
20164000,Primario
20164400,SNU
20164600,Jardin
20164600,Primario
20164600,Secundario
20164800,Primario
20164900,SNU
20165000,Jardin
20165200,Primario
20165300,Jardin
20165301,Jardin
20165302,Jardin
20165303,Jardin
20165600,Jardin
20165600,Primario
20165800,Jardin
20165801,Jardin
20165802,Jardin
20165900,Primario
20166000,Primario
20166100,Primario
20166200,Primario
20166500,Primario
20166600,Jardin
20166700,SNU
20167100,Secundario
20167300,Jardin
20167300,Primario
20167300,Secundario
20167500,Jardin
20167500,Primario
20167500,Secundario
20167600,Primario
20167700,Primario
20167800,Primario
20167900,Primario
20168000,Jardin
20168000,Primario
20168100,Jardin
20168100,Primario
20168100,Secundario
20168200,Primario
20168300,Primario
20168400,Jardin
20168500,Jardin
20168500,Primario
20168500,SNU
20168500,Secundario
20168600,Primario
20168700,Primario
20168800,Jardin
20168800,Primario
20168800,Secundario
20168900,Jardin
20168900,Primario
20168900,Secundario
20169000,Jardin
20169000,Primario
20169000,Secundario
20169100,Jardin
20169100,Primario
20169100,Secundario
20169200,Jardin
20169203,Jardin
20169204,Jardin
20169300,Jardin
20169300,Primario
20169300,SNU
20169300,Secundario
20169400,Secundario
20169600,Jardin
20169600,Primario
20169600,Secundario
20169700,Jardin
20169800,Primario
20169900,Jardin
20169900,Primario
20169900,Secundario
20170000,Jardin
20170000,Primario
20170000,Secundario
20170100,Secundario
20170200,Jardin
20170200,Primario
20170200,Secundario
20170300,Jardin
20170300,Primario
20170300,Secundario
20170500,Jardin
20170500,Primario
20170500,SNU
20170500,Secundario
20170600,Jardin
20170601,Jardin
20170602,Jardin
20170603,Jardin
20170900,Jardin
20170900,Primario
20170900,SNU
20170900,Secundario
20171200,Primario
20171300,Primario
20171700,Secundario
20171900,Primario
20172500,SNU
20172700,Jardin
20172800,Jardin
20172900,Jardin
20173000,Jardin
20173200,Jardin
20173300,Jardin
20173600,Jardin
20173600,Primario
20173800,SNU
20173900,Jardin
20173900,Primario
20174400,SNU
20174500,SNU
20174600,SNU
20174800,SNU
20175000,Jardin
20175000,Primario
20175000,Secundario
20175100,Primario
20175300,Jardin
20175300,Primario
20175600,Jardin
20175600,Primario
20175900,Jardin
20175900,Primario
20176000,Jardin
20176400,Jardin
20176400,Primario
20176900,Jardin
20176900,Primario
20177500,Jardin
20177500,Primario
20177800,SNU
20177800,Secundario
20177801,Jardin
20177801,Primario
20178100,SNU
20178200,Jardin
20178300,Secundario
20178400,SNU
20178500,Jardin
20178600,SNU
20178700,SNU
20178800,Primario
20178900,Secundario
20179200,Jardin
20179200,Primario
20179800,SNU
20180000,SNU
20180300,Secundario
20180900,Jardin
20181100,Jardin
20181100,Primario
20181200,Jardin
20181200,Primario
20181700,Jardin
20181900,Jardin
20181900,Primario
20182200,Jardin
20182200,Primario
20182300,Primario
20182300,Secundario
20182600,Jardin
20182600,Primario
20182600,Secundario
20183200,SNU
20183300,Secundario
20183400,SNU
20183800,Jardin
20183900,Primario
20184000,Primario
20184100,Jardin
20184900,SNU
20185000,Jardin
20185000,Primario
20185100,Jardin
20185200,Jardin
20185300,SNU
20185600,Jardin
20185601,SNU
20185700,Jardin
20185900,SNU
20186500,Jardin
20186500,Primario
20186800,Jardin
20186800,Primario
20186900,Jardin
20186900,Primario
20186900,Secundario
20187300,Jardin
20187300,Primario
20187700,SNU
20188000,SNU
20188200,Jardin
20188300,Jardin
20188300,Primario
20188400,Jardin
20188700,Jardin
20188700,Primario
20188800,SNU
20188800,Secundario
20188900,SNU
20189000,Jardin
20189100,Jardin
20189200,Jardin
20189200,Primario
20189400,Jardin
20189500,Jardin
20189500,Primario
20189500,Secundario
20189700,Jardin
20189700,Primario
20189900,Jardin
20190000,Jardin
20190100,Jardin
20190500,Jardin
20190500,Primario
20190600,Jardin
20190600,Primario
20190700,Jardin
20190700,Primario
20190700,Secundario
20191000,Jardin
20191000,Primario
20191900,SNU
20192100,SNU
20192600,SNU
20193200,SNU
20195700,Jardin
20195700,Primario
20195801,Jardin
20195802,Jardin
20195900,SNU
20196200,SNU
20203600,SNU
20204200,Jardin
20204400,Jardin
20204700,Jardin
20205100,Jardin
20206000,Jardin
20206100,Jardin
20206200,Jardin
20206300,Jardin
20207200,SNU
20207400,Jardin
20207400,Primario
20207500,Jardin
20207800,SNU
20207900,SNU
20208200,SNU
20208300,SNU
20208500,SNU
20208700,SNU
20208800,SNU
20208900,SNU
20209000,Jardin
20209300,Jardin
20209300,Primario
20209800,SNU
20209900,Jardin
20210100,Jardin
20210100,Primario
20210100,Secundario
20211400,SNU
20211500,SNU
20211800,SNU
20212000,SNU
20212700,Jardin
20212700,Primario
20212700,Secundario
20213200,Jardin
20213400,SNU
20213500,SNU
20213900,Primario
20214000,Jardin
20214100,Primario
20214300,Jardin
20214300,Primario
20214300,Secundario
20217800,Jardin
20217800,Primario
20218000,Jardin
20218600,SNU
20218700,SNU
20219100,SNU
20219300,SNU
20219600,Jardin
20219600,Primario
20219600,Secundario
20219900,Jardin
20220000,Jardin
20220100,Jardin
20220200,Jardin
20220300,Jardin
20220400,Jardin
20220500,Jardin
20220600,Jardin
20220700,Jardin
20220800,Jardin
20220900,Jardin
20221000,Jardin
20221100,Jardin
20221200,Jardin
20221300,Jardin
20221400,Jardin
20221400,Primario
20221500,Secundario
20221600,Jardin
20221700,Jardin
20221700,Primario
20221800,Jardin
20222400,Jardin
20222400,Primario
20222400,Secundario
20223700,SNU
20223800,Jardin
20223900,Secundario
20224200,SNU
20224400,Jardin
20224400,Primario
20224400,Secundario
20224600,Jardin
20224600,Primario
20225000,SNU
20225200,SNU
20227000,Jardin
20227100,Jardin
20227200,Jardin
20227400,Primario
20227500,Secundario
20227800,Primario
20227900,Primario
20228200,Jardin
20228200,Primario
20228200,Secundario
20228300,Primario
20228300,Secundario
20228400,Jardin
20228400,Primario
20228700,SNU
20229500,SNU
20229600,SNU
20230100,Secundario
20230700,Jardin
20230800,Jardin
20230900,Jardin
20232400,SNU
20232700,SNU
20232800,SNU
20232900,Jardin
20233000,SNU
20233100,SNU
20233300,SNU
20233400,Jardin
20233500,SNU
20233600,SNU
20233800,SNU
20234100,SNU
20234300,SNU
20234400,SNU
20234600,SNU
20235000,Secundario
20236200,Jardin
20236200,Primario
20236700,SNU
20236800,SNU
20236900,SNU
20237000,SNU
20237300,Jardin
20237400,Jardin
20237400,Primario
20237600,SNU
20237800,SNU
20237900,SNU
20238000,SNU
20238700,Jardin
20238900,Jardin
20239800,Secundario
20240100,Jardin
20240200,Jardin
20240300,Jardin
20240900,Jardin
20240900,Primario
20241200,SNU
20241800,SNU
20241900,Jardin
20242000,SNU
20243500,Secundario
20243800,Jardin
20243801,Jardin
20243900,Jardin
20244000,Jardin
20244100,Jardin
20244101,Jardin
20244200,Secundario
20244300,SNU
20244400,Jardin
20244401,Jardin
20244800,SNU
20244900,SNU
20245000,SNU
20245200,SNU
20245300,SNU
20245500,SNU
20246400,SNU
20246500,Primario
20246600,Jardin
20246700,Jardin
20246900,Jardin
20247000,Jardin
20247500,Secundario
20247600,SNU
20247700,SNU
20248200,SNU
20248400,SNU
20248800,Jardin
20250300,SNU
20250400,Secundario
20250500,Secundario
20250700,Jardin
20250800,Jardin
20250900,Jardin
20251100,Jardin
20251100,Primario
20252500,Jardin
20260500,Jardin
20261700,Jardin
20265200,Jardin
20273700,SNU
20273900,SNU
20274000,Jardin
20274204,SNU
20274214,SNU
20274500,Jardin
20274700,SNU
20274800,Primario
20275200,Secundario
20278700,SNU
20279300,Jardin
20279300,Primario
20279300,Secundario
20280000,Jardin
20280100,Jardin
20280100,Primario
20280100,Secundario
20280200,Jardin
20280300,Jardin
20280301,Jardin
20280400,Jardin
20281000,Primario
20281400,Jardin
20281500,Primario
20281500,Secundario
20281600,Jardin
20281700,SNU
20282000,SNU
20282100,SNU
20282200,SNU
20282300,SNU
20282400,Jardin
20282400,Primario
20282500,Jardin
20282500,Primario
20282500,Secundario
20282700,Jardin
20282700,Primario
20282700,Secundario
20282800,Jardin
20283000,SNU
20283100,SNU
20285000,Secundario
20285800,SNU
20286200,SNU
20287100,Jardin
20287500,Secundario
20287600,Jardin
20288100,SNU
20288500,SNU
20288700,SNU
20290200,Jardin
20290300,Secundario
20290400,Secundario
20290500,Secundario
20290700,Jardin
20290900,SNU
20291000,SNU
20291100,SNU
20291500,Jardin
20291700,Jardin
20292900,Jardin
20292900,Primario
20293200,Jardin
20293400,Jardin
20294100,Jardin
20294200,Jardin
20294300,Primario
20294400,Jardin
20294400,Primario
20294400,Secundario
20294800,Jardin
20294900,Jardin
20295000,Jardin
20295100,SNU
20295200,Jardin
20295300,Jardin
20295400,SNU
20295500,Jardin
20296100,Jardin
20296700,Jardin
20297500,Jardin
20298100,Jardin
20298200,Jardin
20298300,Jardin
20298300,Primario
20298400,Jardin
20298500,Jardin
20298600,Secundario
20298700,Secundario
20298900,Primario
20299100,Jardin
20299300,SNU
20299400,SNU
20299500,SNU
20299600,SNU
20299700,SNU
20300100,Secundario
20300101,Jardin
20300400,Jardin
20300700,Jardin
20301000,Primario
20301001,Jardin
20301100,Jardin
20301100,SNU
20301800,SNU
20302500,Jardin
20302700,SNU
20302700,Secundario
20302800,SNU
20302800,Secundario
20302900,SNU
20302900,Secundario
20303000,SNU
20303000,Secundario
20303100,SNU
20303100,Secundario
20303200,SNU
20303200,Secundario
20303300,SNU
20303300,Secundario
20303400,Secundario
20303500,SNU
20303500,Secundario
20303700,Jardin
20303800,Jardin
20303900,Jardin
20304000,SNU
20304100,Jardin
20304200,Jardin
20304200,Primario
20304500,Jardin
20304600,Jardin
20304600,Primario
20304900,SNU
20305700,Jardin
20305800,SNU
20306100,Jardin
20306200,SNU
20306300,Jardin
20306400,SNU
20306600,Jardin
20306700,Jardin
20307100,Jardin
20307300,Jardin
20307400,Jardin
20307500,Secundario
20307600,Primario
20307600,Secundario
20307800,SNU
20307900,Primario
20308000,Primario
20308600,Jardin
20308700,Jardin
20308800,SNU
20308900,SNU
20309000,SNU
20309100,Jardin
20309200,Jardin
20309300,Primario
20309400,Jardin
20309500,Jardin
20309600,Primario
20310000,SNU
20310100,SNU
20310800,Jardin
20311200,Jardin
20311400,Jardin
20311500,Jardin
20311600,Jardin
20311700,Jardin
20312100,Jardin
20312300,Jardin
20312400,Jardin
20312500,Jardin
20312600,Primario
20312700,Primario
20312800,Primario
20312900,Primario
20313000,Jardin
20313100,Jardin
20314000,Jardin
20314100,Jardin
20314200,Jardin
20314300,Jardin
20314400,Jardin
20314800,Jardin
20314900,SNU
20315600,Jardin
20315700,SNU
20315900,Jardin
20316000,SNU
20316100,Jardin
20316200,Jardin
20316300,Jardin
20316800,Jardin
20318000,Jardin
20318100,Jardin
20318200,Jardin
20318300,Jardin
20318400,Jardin
20318500,Primario
29000500,Secundario
29000700,Secundario
29000800,Secundario
29001300,SNU
29001400,SNU
29001600,SNU
29003000,Jardin
29003000,Primario
29003000,Secundario
29003001,Jardin
60000100,Jardin
60000200,Primario
60000300,Primario
60000400,Jardin
60000400,Primario
60000600,SNU
60000700,Primario
60000900,Primario
60001000,Primario
60001200,Secundario
60001300,Primario
60001400,Jardin
60001500,Primario
60001600,Primario
60001700,Primario
60001800,Jardin
60002000,Primario
60002200,Primario
60002300,Jardin
60002400,Jardin
60002500,Jardin
60002700,Primario
60002800,SNU
60002900,Secundario
60003000,Secundario
60003200,Primario
60003300,Jardin
60003400,Primario
60003500,Jardin
60003700,Primario
60003800,Primario
60003900,Jardin
60004000,Jardin
60004100,Primario
60004200,Primario
60004300,Jardin
60004500,Jardin
60004600,Jardin
60004700,Secundario
60004800,Secundario
60005000,Primario
60005100,Secundario
60005300,Jardin
60005700,Primario
60005800,Primario
60005900,Primario
60006000,Primario
60006100,Jardin
60006200,Primario
60006300,Jardin
60006400,Primario
60006500,Jardin
60006600,Secundario
60006700,Primario
60006800,Primario
60006900,Secundario
60007000,Jardin
60007100,Jardin
60007100,Primario
60007200,Jardin
60007500,Jardin
60007600,Primario
60007700,Primario
60007800,Jardin
60007900,Jardin
60008000,SNU
